location_name,date,location_id,deaths_mean_smoothed,deaths_lower_smoothed,deaths_upper_smoothed
Argentina,2020-02-04,97,0,0,0
Argentina,2020-02-05,97,0,0,0
Argentina,2020-02-06,97,0,0,0
Argentina,2020-02-07,97,0,0,0
Argentina,2020-02-08,97,0,0,0
Argentina,2020-02-08,97,0,0,0
Argentina,2020-02-09,97,0,0,0
Argentina,2020-02-09,97,0,0,0
Argentina,2020-02-10,97,0,0,0
Argentina,2020-02-10,97,0,0,0
Argentina,2020-02-11,97,0,0,0
Argentina,2020-02-11,97,0,0,0
Argentina,2020-02-12,97,0,0,0
Argentina,2020-02-12,97,0,0,0
Argentina,2020-02-13,97,0,0,0
Argentina,2020-02-13,97,0,0,0
Argentina,2020-02-14,97,0,0,0
Argentina,2020-02-14,97,0,0,0
Argentina,2020-02-15,97,0,0,0
Argentina,2020-02-15,97,0,0,0
Argentina,2020-02-16,97,0,0,0
Argentina,2020-02-16,97,0,0,0
